proposalId,priority,huvCode,huvName,targetRuleType,completeness,procedureCodes,diagnosisCodes,proposedFields,officialSources,officialQuotes,existingRelation,qualityFlags,decision,decisionNotes
engine_proposal_932857d312f42b958f47e00b,B,07.21412,"Balneoterapi ve Fango uygulamaları, genel",sure,partial,07.21412,,{},HUV_06052025.xlsx,Bu ekipmanların veya sistemlerin kurulu olduğu merkezlerde ücretlendirilir.,new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_9ca12888b65376119fa5a84b,B,07.22998,"Özel banyolar (kükürt, inhalasyon, vb)",sure,partial,07.22998,,{},HUV_06052025.xlsx,Bu ekipmanların veya sistemlerin kurulu olduğu merkezlerde ücretlendirilir.,new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_00bd8651a0b773ffbf3f9d9f,B,07.26963,"Spinal manipülasyon, seansı",sure,partial,07.26963,,{},HUV_06052025.xlsx,En fazla 3 seans uygulanabilir (bazı inatçı olgularda).,new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_c48961297329f78576ce75d5,B,07.30928,"Eklem içi enjeksiyon/aspirasyon, tek eklem",sure,partial,07.30928,,"{""sourceSutCode"":""550360""}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,Tedavi süresince bir adet faturalandırılır.,new,frequency_period_or_limit_incomplete,pending,
engine_proposal_c6a9783ed0dcc313e8971217,B,07.30928,"Eklem içi enjeksiyon/aspirasyon, tek eklem",sure,partial,07.30928,,{},HUV_06052025.xlsx,"ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_d4c77cc638737d78b8c016e3,B,07.32514,"Ağrılı nokta enjeksiyonu (tetik nokta, miyofasiyal / paravertebral adale, vb)",sure,partial,07.32514,,{},HUV_06052025.xlsx,"ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_43fb7ccd341ea9026fdd61d2,B,07.33307,Tuzak nöropati / tetik nokta / tendon kılıfı / ligament enjeksiyonu,sure,partial,07.33307,,{},HUV_06052025.xlsx,"ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_41c0781c2edf06635f51af06,B,07.34100,"Akupunktur, seansı",sure,partial,07.34100,,{},HUV_06052025.xlsx,"ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_ec7e08ca1733110d8de1c93b,B,07.34100,"Akupunktur, seansı",sure,partial,07.34100,,"{""sourceSutCode"":""550360""}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,Tedavi süresince bir adet faturalandırılır.,new,frequency_period_or_limit_incomplete|source_crosswalk_not_trusted,pending,
engine_proposal_0d3898f0c26d59f701699e4f,B,07.34893,"Sinir blokları, periferik/dijital, tek sinir",sure,partial,07.34893,,{},HUV_06052025.xlsx,"ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_70d56709377ce7808d2c1e1f,B,07.35686,"Faset eklem enjeksiyonu (servikal/torakal/lomber), tek eklem",sure,partial,07.35686,,{},HUV_06052025.xlsx,"İşlem, aynı seansta birden çok ekleme uygulanırsa, uygulandığı eklem/alana bakmaksızın farklı kesiden yapılan işlemler olarak değerlendirilir ve toplam işlem birimi Genel İlkelerin “aynı seansta farklı kesilerle yapılan ameliyatlar” için geçerli ilke, % oranı dikkate alınarak hesaplanır. ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_a00f617785023c23deb6ccfe,B,07.35686,"Faset eklem enjeksiyonu (servikal/torakal/lomber), tek eklem",sure,partial,07.35686,,"{""sourceSutCode"":""550360""}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,Tedavi süresince bir adet faturalandırılır.,new,frequency_period_or_limit_incomplete,pending,
engine_proposal_96239f8bcfc3e657dbc2f0bb,B,07.38065,"Botulinum toksini (botoks vb) enjeksiyonu, iki bölge, ilaç hariç",birlikteOdenmez,partial,07.38065,,"{""evrakBazliMi"":true,""sourceSutCode"":""703460"",""targetSutCodes"":[""700020""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,700020 ile birlikte faturalandırılmaz.,new,source_crosswalk_not_trusted|unresolved_target_sut_codes:700020,pending,
engine_proposal_3e315a3775774bb5e526adcf,B,07.38065,"Botulinum toksini (botoks vb) enjeksiyonu, iki bölge, ilaç hariç",sure,partial,07.38065,,{},HUV_06052025.xlsx,"İşlem bir bölgede/organda, üç ayda en çok 1 seans ve aynı bölgede yılda en çok 4 seans uygulama ile ücretlendirilir. ÖZEL ENJEKSİYONLAR - 07.30135: Bu başlık altında tanımlanan işlemler, birden çok enjeksiyon şeklinde uygulanırsa, işlemin cinsine ve uygulamanın aynı/farklı bölgede/alanda olduğuna bakmaksızın, (işlem tanımında aksine bir açıklama yoksa veya yapılan tüm işlemi kapsayan paket tanım yoksa) farklı kesiden yapılan işlemler olarak değerlendirilir ve Genel İlkelerin “aynı seansta farklı kesiler ile yapılan işlemler” için geçerli ilke, % oranı ve birimleri ile ücretlendirilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_904fd965d4a9fe3ffa2d3f7d,B,07.38065,"Botulinum toksini (botoks vb) enjeksiyonu, iki bölge, ilaç hariç",sure,partial,07.38065,,"{""sourceSutCode"":""703460""}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,Tedavi süresince bir adet faturalandırılır.,new,frequency_period_or_limit_incomplete|source_crosswalk_not_trusted,pending,
engine_proposal_a7de2646aa68c7576882d2fc,B,07.42030,Kas kuvvetlendirme egzersizi,birlikteOdenmez,partial,07.42030,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,canonical_together_target_not_found,pending,
engine_proposal_81662c0fdc98ad62fd811e54,B,07.42030,Kas kuvvetlendirme egzersizi,sure,partial,07.42030,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_43622a2dbded9f0e7b50a60a,B,07.42823,Postür egzersizleri,birlikteOdenmez,partial,07.42823,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,canonical_together_target_not_found,pending,
engine_proposal_57c21203b8686d47fe3c7f7e,B,07.42823,Postür egzersizleri,sure,partial,07.42823,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_287d966266c15d082517670e,B,07.44409,Lomber stabilizasyon egzersizleri,birlikteOdenmez,partial,07.44409,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,canonical_together_target_not_found,pending,
engine_proposal_b16529019889b11861b8b8e2,B,07.44409,Lomber stabilizasyon egzersizleri,sure,partial,07.44409,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_3b9e32ef2f5a061c39dfcd0e,B,07.45202,Monitörizasyon altında aerobik egzersiz,birlikteOdenmez,partial,07.45202,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,canonical_together_target_not_found,pending,
engine_proposal_a4cb97aeac10c720400d7f2e,B,07.45202,Monitörizasyon altında aerobik egzersiz,sure,partial,07.45202,,{},HUV_06052025.xlsx,"TEMEL EGZERSİZLER - 07.40444: Bu başlık kapsamında bulunan tüm egzersizler, (ayaktan hastalarda) tek bölgede günde en fazla bir seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla birer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, yatarak tedavi alan hastalarda tek bölgede günde en fazla iki seans, farklı bölgelerde (endikasyonu var ise) her bir bölgede günde en fazla ikişer seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm egzersizler, özel hastalıklarda rehabilitasyon amaçlı egzersiz işlemlerinden herhangi birisi ile aynı seansta uygulanır ise, birlikte uygulandığı rehabilitasyon amaçlı egzersiz işleminin kapsamındadır, ayrı işlem olarak değerlendirilmez.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_81ef177086a2b1fdb360ba47,B,07.47581,Skolyozda üç boyutlu egzersiz ve rehabilitasyon,sure,partial,07.47581,,{},HUV_06052025.xlsx,"ÖZEL HASTALIKLARDA REHABİLİTASYON AMAÇLI EGZERSİZLER - 07.46788: Bu başlık kapsamında bulunan bütün işlemler, (yatarak/ayaktan tedavi alan) tüm hastalarda günde en fazla bir seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm işlemlerde spesifik ekipman ve fizyoterapist bulunması zorunludur. Özel Hastalıklarda Rehabilitasyon amaçlı egzersizlerden herhangi birisinin uygulamasında, aynı seansta aynı başlık altındaki veya Temel Egzersizler başlığı altındaki başka herhangi bir egzersiz işleminin uygulaması, Özel Hastalıklarda Egzersiz işleminin kapsamında olup ayrı işlem olarak değerlendirilmez. Egzersiz işlemlerinde kullanılan (kullanılırsa) fizik tedavi amaçlı ilaçların bedeli, işlem ücretine ilave edilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_0206da909651a0cea02ba481,B,07.48374,Solunum rehabilitasyonu amaçlı egzersiz (postural drenaj+manuel uyarma),sure,partial,07.48374,,{},HUV_06052025.xlsx,"ÖZEL HASTALIKLARDA REHABİLİTASYON AMAÇLI EGZERSİZLER - 07.46788: Bu başlık kapsamında bulunan bütün işlemler, (yatarak/ayaktan tedavi alan) tüm hastalarda günde en fazla bir seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm işlemlerde spesifik ekipman ve fizyoterapist bulunması zorunludur. Özel Hastalıklarda Rehabilitasyon amaçlı egzersizlerden herhangi birisinin uygulamasında, aynı seansta aynı başlık altındaki veya Temel Egzersizler başlığı altındaki başka herhangi bir egzersiz işleminin uygulaması, Özel Hastalıklarda Egzersiz işleminin kapsamında olup ayrı işlem olarak değerlendirilmez. Egzersiz işlemlerinde kullanılan (kullanılırsa) fizik tedavi amaçlı ilaçların bedeli, işlem ücretine ilave edilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_718e09790cf111e73256ad9b,B,07.48770,Pulmoner Rehabilitasyon,sure,partial,07.48770,,{},HUV_06052025.xlsx,"ÖZEL HASTALIKLARDA REHABİLİTASYON AMAÇLI EGZERSİZLER - 07.46788: Bu başlık kapsamında bulunan bütün işlemler, (yatarak/ayaktan tedavi alan) tüm hastalarda günde en fazla bir seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm işlemlerde spesifik ekipman ve fizyoterapist bulunması zorunludur. Özel Hastalıklarda Rehabilitasyon amaçlı egzersizlerden herhangi birisinin uygulamasında, aynı seansta aynı başlık altındaki veya Temel Egzersizler başlığı altındaki başka herhangi bir egzersiz işleminin uygulaması, Özel Hastalıklarda Egzersiz işleminin kapsamında olup ayrı işlem olarak değerlendirilmez. Egzersiz işlemlerinde kullanılan (kullanılırsa) fizik tedavi amaçlı ilaçların bedeli, işlem ücretine ilave edilir.",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_01d6f25c31a98c05b0e31722,B,07.49167,Kardiyak rehabilitasyon amaçlı egzersiz,sure,partial,07.49167,,{},HUV_06052025.xlsx,"ÖZEL HASTALIKLARDA REHABİLİTASYON AMAÇLI EGZERSİZLER - 07.46788: Bu başlık kapsamında bulunan bütün işlemler, (yatarak/ayaktan tedavi alan) tüm hastalarda günde en fazla bir seans olarak uygulanır ve ücretlendirilir. Bu başlık kapsamında bulunan tüm işlemlerde spesifik ekipman ve fizyoterapist bulunması zorunludur. Özel Hastalıklarda Rehabilitasyon amaçlı egzersizlerden herhangi birisinin uygulamasında, aynı seansta aynı başlık altındaki veya Temel Egzersizler başlığı altındaki başka herhangi bir egzersiz işleminin uygulaması, Özel Hastalıklarda Egzersiz işleminin kapsamında olup ayrı işlem olarak değerlendirilmez. Egzersiz işlemlerinde kullanılan (kullanılırsa) fizik tedavi amaçlı ilaçların bedeli, işlem ücretine ilave edilir.",new,explicit_frequency_fields_not_parsed,pending,
